ID PREVISION SIC;CODIGO PROTOCOLO;NOMBRE;PROGRAMACION;PERIODICIDAD;FECHA;MES;N SEMANA;CODIGO ESPECIALIDAD;ESPECIALIDAD;HORAS;TIPO;ESTADO
439115;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";16-06-26;junio;24;51;M-ELECTRICIDAD;3,5;INTERNA;
439116;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";15-12-26;diciembre;50;51;M-ELECTRICIDAD;3,5;INTERNA;
439117;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";16-06-26;junio;24;51;M-ELECTRICIDAD;3,5;INTERNA;
439118;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";15-12-26;diciembre;50;51;M-ELECTRICIDAD;3,5;INTERNA;
439119;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";16-06-26;junio;24;51;M-ELECTRICIDAD;3,5;INTERNA;
439120;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";15-12-26;diciembre;50;51;M-ELECTRICIDAD;3,5;INTERNA;
439121;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";16-06-26;junio;24;51;M-ELECTRICIDAD;3,5;INTERNA;
439122;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";15-12-26;diciembre;50;51;M-ELECTRICIDAD;3,5;INTERNA;
439123;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";16-06-26;junio;24;51;M-ELECTRICIDAD;3,5;INTERNA;
439124;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";15-12-26;diciembre;50;51;M-ELECTRICIDAD;3,5;INTERNA;
439125;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";16-06-26;junio;24;51;M-ELECTRICIDAD;3,5;INTERNA;
439126;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";15-12-26;diciembre;50;51;M-ELECTRICIDAD;3,5;INTERNA;
439127;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";16-06-26;junio;24;51;M-ELECTRICIDAD;3,5;INTERNA;
439128;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";15-12-26;diciembre;50;51;M-ELECTRICIDAD;3,5;INTERNA;
439129;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";16-06-26;junio;24;51;M-ELECTRICIDAD;3,5;INTERNA;
439130;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";15-12-26;diciembre;50;51;M-ELECTRICIDAD;3,5;INTERNA;
439131;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";16-06-26;junio;24;51;M-ELECTRICIDAD;3,5;INTERNA;
439132;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";15-12-26;diciembre;50;51;M-ELECTRICIDAD;3,5;INTERNA;
439133;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";16-06-26;junio;24;51;M-ELECTRICIDAD;3,5;INTERNA;
439134;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";15-12-26;diciembre;50;51;M-ELECTRICIDAD;3,5;INTERNA;
439135;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";16-06-26;junio;24;51;M-ELECTRICIDAD;3,5;INTERNA;
439136;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";15-12-26;diciembre;50;51;M-ELECTRICIDAD;3,5;INTERNA;
439137;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";16-06-26;junio;24;51;M-ELECTRICIDAD;3,5;INTERNA;
439138;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";15-12-26;diciembre;50;51;M-ELECTRICIDAD;3,5;INTERNA;
439139;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";16-06-26;junio;24;51;M-ELECTRICIDAD;3,5;INTERNA;
439140;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";15-12-26;diciembre;50;51;M-ELECTRICIDAD;3,5;INTERNA;
439141;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";16-06-26;junio;24;51;M-ELECTRICIDAD;3,5;INTERNA;
439142;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";15-12-26;diciembre;50;51;M-ELECTRICIDAD;3,5;INTERNA;
439143;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";16-06-26;junio;24;51;M-ELECTRICIDAD;3,5;INTERNA;
439144;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";15-12-26;diciembre;50;51;M-ELECTRICIDAD;3,5;INTERNA;
439145;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";16-06-26;junio;24;51;M-ELECTRICIDAD;3,5;INTERNA;
439146;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";15-12-26;diciembre;50;51;M-ELECTRICIDAD;3,5;INTERNA;
439147;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";16-06-26;junio;24;51;M-ELECTRICIDAD;3,5;INTERNA;
439148;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";15-12-26;diciembre;50;51;M-ELECTRICIDAD;3,5;INTERNA;
439149;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";16-06-26;junio;24;51;M-ELECTRICIDAD;3,5;INTERNA;
439150;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";15-12-26;diciembre;50;51;M-ELECTRICIDAD;3,5;INTERNA;
439151;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";16-06-26;junio;24;51;M-ELECTRICIDAD;3,5;INTERNA;
439152;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";15-12-26;diciembre;50;51;M-ELECTRICIDAD;3,5;INTERNA;
439153;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";16-06-26;junio;24;51;M-ELECTRICIDAD;3,5;INTERNA;
439154;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";15-12-26;diciembre;50;51;M-ELECTRICIDAD;3,5;INTERNA;
439155;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";16-06-26;junio;24;51;M-ELECTRICIDAD;3,5;INTERNA;
439156;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";15-12-26;diciembre;50;51;M-ELECTRICIDAD;3,5;INTERNA;
439157;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";16-06-26;junio;24;51;M-ELECTRICIDAD;3,5;INTERNA;
439158;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";15-12-26;diciembre;50;51;M-ELECTRICIDAD;3,5;INTERNA;
439159;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";16-06-26;junio;24;51;M-ELECTRICIDAD;3,5;INTERNA;
439160;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";15-12-26;diciembre;50;51;M-ELECTRICIDAD;3,5;INTERNA;
439161;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";16-06-26;junio;24;51;M-ELECTRICIDAD;3,5;INTERNA;
439162;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";15-12-26;diciembre;50;51;M-ELECTRICIDAD;3,5;INTERNA;
439163;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";16-06-26;junio;24;51;M-ELECTRICIDAD;3,5;INTERNA;
439164;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";15-12-26;diciembre;50;51;M-ELECTRICIDAD;3,5;INTERNA;
439165;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";16-06-26;junio;24;51;M-ELECTRICIDAD;3,5;INTERNA;
439166;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";15-12-26;diciembre;50;51;M-ELECTRICIDAD;3,5;INTERNA;
439167;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";16-06-26;junio;24;51;M-ELECTRICIDAD;3,5;INTERNA;
439168;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";15-12-26;diciembre;50;51;M-ELECTRICIDAD;3,5;INTERNA;
439169;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";16-06-26;junio;24;51;M-ELECTRICIDAD;3,5;INTERNA;
439170;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";15-12-26;diciembre;50;51;M-ELECTRICIDAD;3,5;INTERNA;
439171;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";16-06-26;junio;24;51;M-ELECTRICIDAD;3,5;INTERNA;
439172;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";15-12-26;diciembre;50;51;M-ELECTRICIDAD;3,5;INTERNA;
439173;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";16-06-26;junio;24;51;M-ELECTRICIDAD;3,5;INTERNA;
439174;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";15-12-26;diciembre;50;51;M-ELECTRICIDAD;3,5;INTERNA;
439175;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";16-06-26;junio;24;51;M-ELECTRICIDAD;3,5;INTERNA;
439176;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";15-12-26;diciembre;50;51;M-ELECTRICIDAD;3,5;INTERNA;
439177;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";16-06-26;junio;24;51;M-ELECTRICIDAD;3,5;INTERNA;
439178;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";15-12-26;diciembre;50;51;M-ELECTRICIDAD;3,5;INTERNA;
439179;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";16-06-26;junio;24;51;M-ELECTRICIDAD;3,5;INTERNA;
439180;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";15-12-26;diciembre;50;51;M-ELECTRICIDAD;3,5;INTERNA;
439181;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";16-06-26;junio;24;51;M-ELECTRICIDAD;3,5;INTERNA;
439182;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";15-12-26;diciembre;50;51;M-ELECTRICIDAD;3,5;INTERNA;
439183;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";16-06-26;junio;24;51;M-ELECTRICIDAD;3,5;INTERNA;
439184;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";15-12-26;diciembre;50;51;M-ELECTRICIDAD;3,5;INTERNA;
439185;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";16-06-26;junio;24;51;M-ELECTRICIDAD;3,5;INTERNA;
439186;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";15-12-26;diciembre;50;51;M-ELECTRICIDAD;3,5;INTERNA;
439187;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";16-06-26;junio;24;51;M-ELECTRICIDAD;3,5;INTERNA;
439188;I323;Tableros Eléctricos Secundarios;MANTENIMIENTO SEMESTRAL;"Mensual ; Cada 6mes(es); Comienza el año 2026; A partir de junio; Cada semana 3: Mar(M)";15-12-26;diciembre;50;51;M-ELECTRICIDAD;3,5;INTERNA;
439226;IB22;Red de Tuberías de Agua PCI;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de marzo; Cada semana 3: Lun(M)";09-03-26;marzo;10;52;M-GASFITERIA;8,583333333;INTERNA;
439227;IB22;Red de Tuberías de Agua PCI;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de marzo; Cada semana 3: Lun(M)";15-06-26;junio;24;52;M-GASFITERIA;8,583333333;INTERNA;
439228;IB22;Red de Tuberías de Agua PCI;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de marzo; Cada semana 3: Lun(M)";14-09-26;septiembre;37;52;M-GASFITERIA;8,583333333;INTERNA;
439229;IB22;Red de Tuberías de Agua PCI;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de marzo; Cada semana 3: Lun(M)";14-12-26;diciembre;50;52;M-GASFITERIA;8,583333333;INTERNA;
439230;IB22;Red de Tuberías de Agua PCI;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de marzo; Cada semana 3: Lun(M)";09-03-26;marzo;10;52;M-GASFITERIA;8,583333333;INTERNA;
439231;IB22;Red de Tuberías de Agua PCI;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de marzo; Cada semana 3: Lun(M)";15-06-26;junio;24;52;M-GASFITERIA;8,583333333;INTERNA;
439232;IB22;Red de Tuberías de Agua PCI;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de marzo; Cada semana 3: Lun(M)";14-09-26;septiembre;37;52;M-GASFITERIA;8,583333333;INTERNA;
439233;IB22;Red de Tuberías de Agua PCI;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de marzo; Cada semana 3: Lun(M)";14-12-26;diciembre;50;52;M-GASFITERIA;8,583333333;INTERNA;
439234;IB22;Red de Tuberías de Agua PCI;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de marzo; Cada semana 3: Lun(M)";09-03-26;marzo;10;52;M-GASFITERIA;8,583333333;INTERNA;
439235;IB22;Red de Tuberías de Agua PCI;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de marzo; Cada semana 3: Lun(M)";15-06-26;junio;24;52;M-GASFITERIA;8,583333333;INTERNA;
439236;IB22;Red de Tuberías de Agua PCI;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de marzo; Cada semana 3: Lun(M)";14-09-26;septiembre;37;52;M-GASFITERIA;8,583333333;INTERNA;
439237;IB22;Red de Tuberías de Agua PCI;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de marzo; Cada semana 3: Lun(M)";14-12-26;diciembre;50;52;M-GASFITERIA;8,583333333;INTERNA;
439238;IB22;Red de Tuberías de Agua PCI;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de marzo; Cada semana 3: Lun(M)";09-03-26;marzo;10;52;M-GASFITERIA;8,583333333;INTERNA;
439239;IB22;Red de Tuberías de Agua PCI;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de marzo; Cada semana 3: Lun(M)";15-06-26;junio;24;52;M-GASFITERIA;8,583333333;INTERNA;
439240;IB22;Red de Tuberías de Agua PCI;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de marzo; Cada semana 3: Lun(M)";14-09-26;septiembre;37;52;M-GASFITERIA;8,583333333;INTERNA;
439241;IB22;Red de Tuberías de Agua PCI;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de marzo; Cada semana 3: Lun(M)";14-12-26;diciembre;50;52;M-GASFITERIA;8,583333333;INTERNA;
439242;IB22;Red de Tuberías de Agua PCI;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de marzo; Cada semana 3: Lun(M)";09-03-26;marzo;10;52;M-GASFITERIA;8,583333333;INTERNA;
439243;IB22;Red de Tuberías de Agua PCI;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de marzo; Cada semana 3: Lun(M)";15-06-26;junio;24;52;M-GASFITERIA;8,583333333;INTERNA;
439244;IB22;Red de Tuberías de Agua PCI;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de marzo; Cada semana 3: Lun(M)";14-09-26;septiembre;37;52;M-GASFITERIA;8,583333333;INTERNA;
439245;IB22;Red de Tuberías de Agua PCI;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de marzo; Cada semana 3: Lun(M)";14-12-26;diciembre;50;52;M-GASFITERIA;8,583333333;INTERNA;
439246;IB22;Red de Tuberías de Agua PCI;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de marzo; Cada semana 3: Lun(M)";09-03-26;marzo;10;52;M-GASFITERIA;8,583333333;INTERNA;
439247;IB22;Red de Tuberías de Agua PCI;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de marzo; Cada semana 3: Lun(M)";15-06-26;junio;24;52;M-GASFITERIA;8,583333333;INTERNA;
439248;IB22;Red de Tuberías de Agua PCI;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de marzo; Cada semana 3: Lun(M)";14-09-26;septiembre;37;52;M-GASFITERIA;8,583333333;INTERNA;
439249;IB22;Red de Tuberías de Agua PCI;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de marzo; Cada semana 3: Lun(M)";14-12-26;diciembre;50;52;M-GASFITERIA;8,583333333;INTERNA;
439250;IB22;Red de Tuberías de Agua PCI;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de marzo; Cada semana 3: Lun(M)";09-03-26;marzo;10;52;M-GASFITERIA;8,583333333;INTERNA;
439251;IB22;Red de Tuberías de Agua PCI;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de marzo; Cada semana 3: Lun(M)";15-06-26;junio;24;52;M-GASFITERIA;8,583333333;INTERNA;
439252;IB22;Red de Tuberías de Agua PCI;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de marzo; Cada semana 3: Lun(M)";14-09-26;septiembre;37;52;M-GASFITERIA;8,583333333;INTERNA;
439253;IB22;Red de Tuberías de Agua PCI;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de marzo; Cada semana 3: Lun(M)";14-12-26;diciembre;50;52;M-GASFITERIA;8,583333333;INTERNA;
439291;IB24;Rociadores Automáticos PCI;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Mié(M)";07-01-26;enero;1;52;M-GASFITERIA;25;INTERNA;
439292;IB24;Rociadores Automáticos PCI;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Mié(M)";08-04-26;abril;14;52;M-GASFITERIA;25;INTERNA;
439293;IB24;Rociadores Automáticos PCI;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Mié(M)";08-07-26;julio;27;52;M-GASFITERIA;25;INTERNA;
439294;IB24;Rociadores Automáticos PCI;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Mié(M)";07-10-26;octubre;40;52;M-GASFITERIA;25;INTERNA;
439295;IB24;Rociadores Automáticos PCI;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Mié(M)";07-01-26;enero;1;52;M-GASFITERIA;25;INTERNA;
439296;IB24;Rociadores Automáticos PCI;MANTENIMIENTO TRIMESTRAL;"Mensual ; Cada 3mes(es); Comienza el año 2026; A partir de enero; Cada semana 2: Mié(M)";08-04-26;abril;14;52;M-GASFITERIA;25;INTERNA;
